# wavelength[A] tau flux flux_error
1.425630e+03 3.000763e-02 9.704381e-01 9.851082e-02
1.425640e+03 3.000826e-02 9.704375e-01 9.851079e-02
1.425650e+03 3.000889e-02 9.704369e-01 9.851076e-02
1.425660e+03 3.000952e-02 9.704363e-01 9.851073e-02
1.425670e+03 3.001015e-02 9.704357e-01 9.851069e-02
1.425680e+03 3.001078e-02 9.704351e-01 9.851066e-02
1.425690e+03 3.001142e-02 9.704345e-01 9.851063e-02
1.425700e+03 3.001205e-02 9.704338e-01 9.851060e-02
1.425710e+03 3.001268e-02 9.704332e-01 9.851057e-02
1.425720e+03 3.001331e-02 9.704326e-01 9.851054e-02
1.425730e+03 3.001394e-02 9.704320e-01 9.851051e-02
1.425740e+03 3.001457e-02 9.704314e-01 9.851048e-02
1.425750e+03 3.001520e-02 9.704308e-01 9.851045e-02
1.425760e+03 3.001584e-02 9.704302e-01 9.851041e-02
1.425770e+03 3.001647e-02 9.704296e-01 9.851038e-02
1.425780e+03 3.001710e-02 9.704289e-01 9.851035e-02
1.425790e+03 3.001773e-02 9.704283e-01 9.851032e-02
1.425800e+03 3.001836e-02 9.704277e-01 9.851029e-02
1.425810e+03 3.001899e-02 9.704271e-01 9.851026e-02
1.425820e+03 3.001963e-02 9.704265e-01 9.851023e-02
1.425830e+03 3.002026e-02 9.704259e-01 9.851020e-02
1.425840e+03 3.002089e-02 9.704253e-01 9.851017e-02
1.425850e+03 3.002152e-02 9.704246e-01 9.851013e-02
1.425860e+03 3.002215e-02 9.704240e-01 9.851010e-02
1.425870e+03 3.002278e-02 9.704234e-01 9.851007e-02
1.425880e+03 3.002342e-02 9.704228e-01 9.851004e-02
1.425890e+03 3.002405e-02 9.704222e-01 9.851001e-02
1.425900e+03 3.002468e-02 9.704216e-01 9.850998e-02
1.425910e+03 3.002778e-02 9.704186e-01 9.850983e-02
1.425920e+03 3.002841e-02 9.704180e-01 9.850979e-02
1.425930e+03 3.002904e-02 9.704173e-01 9.850976e-02
1.425940e+03 3.002968e-02 9.704167e-01 9.850973e-02
1.425950e+03 3.003031e-02 9.704161e-01 9.850970e-02
1.425960e+03 3.003094e-02 9.704155e-01 9.850967e-02
1.425970e+03 3.003157e-02 9.704149e-01 9.850964e-02
1.425980e+03 3.003220e-02 9.704143e-01 9.850961e-02
1.425990e+03 3.003283e-02 9.704137e-01 9.850958e-02
1.426000e+03 3.003347e-02 9.704131e-01 9.850955e-02
1.426010e+03 3.003410e-02 9.704124e-01 9.850951e-02
1.426020e+03 3.003473e-02 9.704118e-01 9.850948e-02
1.426030e+03 3.003536e-02 9.704112e-01 9.850945e-02
1.426040e+03 3.003599e-02 9.704106e-01 9.850942e-02
1.426050e+03 3.003663e-02 9.704100e-01 9.850939e-02
1.426060e+03 3.003726e-02 9.704094e-01 9.850936e-02
1.426070e+03 3.003789e-02 9.704088e-01 9.850933e-02
1.426080e+03 3.003852e-02 9.704082e-01 9.850930e-02
1.426090e+03 3.003915e-02 9.704075e-01 9.850927e-02
1.426100e+03 3.003978e-02 9.704069e-01 9.850923e-02
1.426110e+03 3.004042e-02 9.704063e-01 9.850920e-02
1.426120e+03 3.004105e-02 9.704057e-01 9.850917e-02
1.426130e+03 3.004168e-02 9.704051e-01 9.850914e-02
1.426140e+03 3.004231e-02 9.704045e-01 9.850911e-02
1.426150e+03 3.004294e-02 9.704039e-01 9.850908e-02
1.426160e+03 3.004358e-02 9.704032e-01 9.850905e-02
1.426170e+03 3.004421e-02 9.704026e-01 9.850902e-02
1.426180e+03 3.004484e-02 9.704020e-01 9.850899e-02
1.426190e+03 3.004547e-02 9.704014e-01 9.850895e-02
1.426200e+03 3.004610e-02 9.704008e-01 9.850892e-02
1.426210e+03 3.004674e-02 9.704002e-01 9.850889e-02
1.426220e+03 3.004737e-02 9.703996e-01 9.850886e-02
1.426230e+03 3.004800e-02 9.703990e-01 9.850883e-02
1.426240e+03 3.004863e-02 9.703983e-01 9.850880e-02
1.426250e+03 3.004926e-02 9.703977e-01 9.850877e-02
1.426260e+03 3.004990e-02 9.703971e-01 9.850874e-02
1.426270e+03 3.005053e-02 9.703965e-01 9.850871e-02
1.426280e+03 3.005116e-02 9.703959e-01 9.850867e-02
1.426290e+03 3.005179e-02 9.703953e-01 9.850864e-02
1.426300e+03 3.005243e-02 9.703947e-01 9.850861e-02
1.426310e+03 3.005306e-02 9.703940e-01 9.850858e-02
1.426320e+03 3.005369e-02 9.703934e-01 9.850855e-02
1.426330e+03 3.005432e-02 9.703928e-01 9.850852e-02
1.426340e+03 3.005495e-02 9.703922e-01 9.850849e-02
1.426350e+03 3.005559e-02 9.703916e-01 9.850846e-02
1.426360e+03 3.005622e-02 9.703910e-01 9.850842e-02
1.426370e+03 3.005685e-02 9.703904e-01 9.850839e-02
1.426380e+03 3.005748e-02 9.703898e-01 9.850836e-02
1.426390e+03 3.005811e-02 9.703891e-01 9.850833e-02
1.426400e+03 3.005875e-02 9.703885e-01 9.850830e-02
1.426410e+03 3.005938e-02 9.703879e-01 9.850827e-02
1.426420e+03 3.006001e-02 9.703873e-01 9.850824e-02
1.426430e+03 3.006064e-02 9.703867e-01 9.850821e-02
1.426440e+03 3.006128e-02 9.703861e-01 9.850818e-02
1.426450e+03 3.006191e-02 9.703855e-01 9.850814e-02
1.426460e+03 3.006254e-02 9.703848e-01 9.850811e-02
1.426470e+03 3.006317e-02 9.703842e-01 9.850808e-02
1.426480e+03 3.006380e-02 9.703836e-01 9.850805e-02
1.426490e+03 3.006444e-02 9.703830e-01 9.850802e-02
1.426500e+03 3.006507e-02 9.703824e-01 9.850799e-02
1.426510e+03 3.006570e-02 9.703818e-01 9.850796e-02
1.426520e+03 3.006633e-02 9.703812e-01 9.850793e-02
1.426530e+03 3.006697e-02 9.703805e-01 9.850790e-02
1.426540e+03 3.006760e-02 9.703799e-01 9.850786e-02
1.426550e+03 3.006823e-02 9.703793e-01 9.850783e-02
1.426560e+03 3.006886e-02 9.703787e-01 9.850780e-02
1.426570e+03 3.006950e-02 9.703781e-01 9.850777e-02
1.426580e+03 3.007013e-02 9.703775e-01 9.850774e-02
1.426590e+03 3.007076e-02 9.703769e-01 9.850771e-02
1.426600e+03 3.007139e-02 9.703763e-01 9.850768e-02
1.426610e+03 3.007202e-02 9.703756e-01 9.850765e-02
1.426620e+03 3.007266e-02 9.703750e-01 9.850762e-02
1.426630e+03 3.007329e-02 9.703744e-01 9.850758e-02
1.426640e+03 3.007392e-02 9.703738e-01 9.850755e-02
1.426650e+03 3.007455e-02 9.703732e-01 9.850752e-02
1.426660e+03 3.007519e-02 9.703726e-01 9.850749e-02
1.426670e+03 3.007829e-02 9.703696e-01 9.850734e-02
1.426680e+03 3.007892e-02 9.703689e-01 9.850731e-02
1.426690e+03 3.007955e-02 9.703683e-01 9.850728e-02
1.426700e+03 3.008019e-02 9.703677e-01 9.850724e-02
1.426710e+03 3.008082e-02 9.703671e-01 9.850721e-02
1.426720e+03 3.008145e-02 9.703665e-01 9.850718e-02
1.426730e+03 3.008208e-02 9.703659e-01 9.850715e-02
1.426740e+03 3.008272e-02 9.703653e-01 9.850712e-02
1.426750e+03 3.008335e-02 9.703647e-01 9.850709e-02
1.426760e+03 3.008398e-02 9.703640e-01 9.850706e-02
1.426770e+03 3.008461e-02 9.703634e-01 9.850703e-02
1.426780e+03 3.008525e-02 9.703628e-01 9.850700e-02
1.426790e+03 3.008588e-02 9.703622e-01 9.850696e-02
1.426800e+03 3.008651e-02 9.703616e-01 9.850693e-02
1.426810e+03 3.008714e-02 9.703610e-01 9.850690e-02
1.426820e+03 3.008778e-02 9.703604e-01 9.850687e-02
1.426830e+03 3.008841e-02 9.703597e-01 9.850684e-02
1.426840e+03 3.008904e-02 9.703591e-01 9.850681e-02
1.426850e+03 3.008967e-02 9.703585e-01 9.850678e-02
1.426860e+03 3.009031e-02 9.703579e-01 9.850675e-02
1.426870e+03 3.009094e-02 9.703573e-01 9.850671e-02
1.426880e+03 3.009157e-02 9.703567e-01 9.850668e-02
1.426890e+03 3.009221e-02 9.703561e-01 9.850665e-02
1.426900e+03 3.009284e-02 9.703554e-01 9.850662e-02
1.426910e+03 3.009347e-02 9.703548e-01 9.850659e-02
1.426920e+03 3.009410e-02 9.703542e-01 9.850656e-02
1.426930e+03 3.009474e-02 9.703536e-01 9.850653e-02
1.426940e+03 3.009537e-02 9.703530e-01 9.850650e-02
1.426950e+03 3.009600e-02 9.703524e-01 9.850647e-02
1.426960e+03 3.009663e-02 9.703518e-01 9.850643e-02
1.426970e+03 3.009727e-02 9.703511e-01 9.850640e-02
1.426980e+03 3.009790e-02 9.703505e-01 9.850637e-02
1.426990e+03 3.009853e-02 9.703499e-01 9.850634e-02
1.427000e+03 3.009917e-02 9.703493e-01 9.850631e-02
1.427010e+03 3.009980e-02 9.703487e-01 9.850628e-02
1.427020e+03 3.010043e-02 9.703481e-01 9.850625e-02
1.427030e+03 3.010106e-02 9.703475e-01 9.850622e-02
1.427040e+03 3.010170e-02 9.703468e-01 9.850618e-02
1.427050e+03 3.010233e-02 9.703462e-01 9.850615e-02
1.427060e+03 3.010296e-02 9.703456e-01 9.850612e-02
1.427070e+03 3.010359e-02 9.703450e-01 9.850609e-02
1.427080e+03 3.010423e-02 9.703444e-01 9.850606e-02
1.427090e+03 3.010486e-02 9.703438e-01 9.850603e-02
1.427100e+03 3.010549e-02 9.703432e-01 9.850600e-02
1.427110e+03 3.010613e-02 9.703425e-01 9.850597e-02
1.427120e+03 3.010676e-02 9.703419e-01 9.850594e-02
1.427130e+03 3.010739e-02 9.703413e-01 9.850590e-02
1.427140e+03 3.010802e-02 9.703407e-01 9.850587e-02
1.427150e+03 3.010866e-02 9.703401e-01 9.850584e-02
1.427160e+03 3.010929e-02 9.703395e-01 9.850581e-02
1.427170e+03 3.010992e-02 9.703389e-01 9.850578e-02
1.427180e+03 3.011056e-02 9.703383e-01 9.850575e-02
1.427190e+03 3.011119e-02 9.703376e-01 9.850572e-02
1.427200e+03 3.011182e-02 9.703370e-01 9.850569e-02
1.427210e+03 3.011246e-02 9.703364e-01 9.850566e-02
1.427220e+03 3.011309e-02 9.703358e-01 9.850562e-02
1.427230e+03 3.011372e-02 9.703352e-01 9.850559e-02
1.427240e+03 3.011435e-02 9.703346e-01 9.850556e-02
1.427250e+03 3.011499e-02 9.703340e-01 9.850553e-02
1.427260e+03 3.011562e-02 9.703333e-01 9.850550e-02
1.427270e+03 3.011625e-02 9.703327e-01 9.850547e-02
1.427280e+03 3.011689e-02 9.703321e-01 9.850544e-02
1.427290e+03 3.011752e-02 9.703315e-01 9.850541e-02
1.427300e+03 3.011815e-02 9.703309e-01 9.850537e-02
1.427310e+03 3.011879e-02 9.703303e-01 9.850534e-02
1.427320e+03 3.011942e-02 9.703297e-01 9.850531e-02
1.427330e+03 3.012005e-02 9.703290e-01 9.850528e-02
1.427340e+03 3.012068e-02 9.703284e-01 9.850525e-02
1.427350e+03 3.012132e-02 9.703278e-01 9.850522e-02
1.427360e+03 3.012195e-02 9.703272e-01 9.850519e-02
1.427370e+03 3.012258e-02 9.703266e-01 9.850516e-02
1.427380e+03 3.012322e-02 9.703260e-01 9.850513e-02
1.427390e+03 3.012385e-02 9.703254e-01 9.850509e-02
1.427400e+03 3.012448e-02 9.703247e-01 9.850506e-02
1.427410e+03 3.012512e-02 9.703241e-01 9.850503e-02
1.427420e+03 3.012575e-02 9.703235e-01 9.850500e-02
1.427430e+03 3.012638e-02 9.703229e-01 9.850497e-02
1.427440e+03 3.012702e-02 9.703223e-01 9.850494e-02
1.427450e+03 3.012765e-02 9.703217e-01 9.850491e-02
1.427460e+03 3.012828e-02 9.703211e-01 9.850488e-02
1.427470e+03 3.012892e-02 9.703204e-01 9.850484e-02
1.427480e+03 3.012955e-02 9.703198e-01 9.850481e-02
1.427490e+03 3.013018e-02 9.703192e-01 9.850478e-02
1.427500e+03 3.013082e-02 9.703186e-01 9.850475e-02
1.427510e+03 3.013145e-02 9.703180e-01 9.850472e-02
1.427520e+03 3.013208e-02 9.703174e-01 9.850469e-02
1.427530e+03 3.013271e-02 9.703167e-01 9.850466e-02
1.427540e+03 3.013335e-02 9.703161e-01 9.850463e-02
1.427550e+03 3.013398e-02 9.703155e-01 9.850459e-02
1.427560e+03 3.013461e-02 9.703149e-01 9.850456e-02
1.427570e+03 3.013525e-02 9.703143e-01 9.850453e-02
1.427580e+03 3.013588e-02 9.703137e-01 9.850450e-02
1.427590e+03 3.013651e-02 9.703131e-01 9.850447e-02
1.427600e+03 3.013715e-02 9.703124e-01 9.850444e-02
1.427610e+03 3.013778e-02 9.703118e-01 9.850441e-02
1.427620e+03 3.013841e-02 9.703112e-01 9.850438e-02
1.427630e+03 3.013905e-02 9.703106e-01 9.850435e-02
1.427640e+03 3.013968e-02 9.703100e-01 9.850431e-02
1.427650e+03 3.014031e-02 9.703094e-01 9.850428e-02
1.427660e+03 3.014095e-02 9.703088e-01 9.850425e-02
1.427670e+03 3.014158e-02 9.703081e-01 9.850422e-02
1.427680e+03 3.014221e-02 9.703075e-01 9.850419e-02
1.427690e+03 3.014285e-02 9.703069e-01 9.850416e-02
1.427700e+03 3.014348e-02 9.703063e-01 9.850413e-02
1.427710e+03 3.014411e-02 9.703057e-01 9.850410e-02
1.427720e+03 3.014475e-02 9.703051e-01 9.850406e-02
1.427730e+03 3.014538e-02 9.703045e-01 9.850403e-02
1.427740e+03 3.014602e-02 9.703038e-01 9.850400e-02
1.427750e+03 3.014665e-02 9.703032e-01 9.850397e-02
1.427760e+03 3.014728e-02 9.703026e-01 9.850394e-02
1.427770e+03 3.014792e-02 9.703020e-01 9.850391e-02
1.427780e+03 3.014855e-02 9.703014e-01 9.850388e-02
1.427790e+03 3.014918e-02 9.703008e-01 9.850385e-02
1.427800e+03 3.014982e-02 9.703002e-01 9.850381e-02
1.427810e+03 3.015045e-02 9.702995e-01 9.850378e-02
1.427820e+03 3.015108e-02 9.702989e-01 9.850375e-02
1.427830e+03 3.015172e-02 9.702983e-01 9.850372e-02
1.427840e+03 3.015235e-02 9.702977e-01 9.850369e-02
1.427850e+03 3.015298e-02 9.702971e-01 9.850366e-02
1.427860e+03 3.015362e-02 9.702965e-01 9.850363e-02
1.427870e+03 3.015425e-02 9.702959e-01 9.850360e-02
1.427880e+03 3.015488e-02 9.702952e-01 9.850357e-02
1.427890e+03 3.015552e-02 9.702946e-01 9.850353e-02
1.427900e+03 3.015615e-02 9.702940e-01 9.850350e-02
1.427910e+03 3.015678e-02 9.702934e-01 9.850347e-02
1.427920e+03 3.015742e-02 9.702928e-01 9.850344e-02
1.427930e+03 3.015805e-02 9.702922e-01 9.850341e-02
1.427940e+03 3.015869e-02 9.702916e-01 9.850338e-02
1.427950e+03 3.015932e-02 9.702909e-01 9.850335e-02
1.427960e+03 3.015995e-02 9.702903e-01 9.850332e-02
1.427970e+03 3.016059e-02 9.702897e-01 9.850328e-02
1.427980e+03 3.016122e-02 9.702891e-01 9.850325e-02
1.427990e+03 3.016185e-02 9.702885e-01 9.850322e-02
1.428000e+03 3.016249e-02 9.702879e-01 9.850319e-02
1.428010e+03 3.016312e-02 9.702872e-01 9.850316e-02
1.428020e+03 3.016375e-02 9.702866e-01 9.850313e-02
1.428030e+03 3.016439e-02 9.702860e-01 9.850310e-02
1.428040e+03 3.016502e-02 9.702854e-01 9.850307e-02
1.428050e+03 3.016566e-02 9.702848e-01 9.850303e-02
1.428060e+03 3.016629e-02 9.702842e-01 9.850300e-02
1.428070e+03 3.016692e-02 9.702836e-01 9.850297e-02
1.428080e+03 3.016756e-02 9.702829e-01 9.850294e-02
1.428090e+03 3.016819e-02 9.702823e-01 9.850291e-02
1.428100e+03 3.016882e-02 9.702817e-01 9.850288e-02
1.428110e+03 3.016946e-02 9.702811e-01 9.850285e-02
1.428120e+03 3.017009e-02 9.702805e-01 9.850282e-02
1.428130e+03 3.017073e-02 9.702799e-01 9.850279e-02
1.428140e+03 3.017136e-02 9.702793e-01 9.850275e-02
1.428150e+03 3.017199e-02 9.702786e-01 9.850272e-02
1.428160e+03 3.017263e-02 9.702780e-01 9.850269e-02
1.428170e+03 3.017326e-02 9.702774e-01 9.850266e-02
1.428180e+03 3.017389e-02 9.702768e-01 9.850263e-02
1.428190e+03 3.017453e-02 9.702762e-01 9.850260e-02
1.428200e+03 3.017516e-02 9.702756e-01 9.850257e-02
1.428210e+03 3.017580e-02 9.702749e-01 9.850254e-02
1.428220e+03 3.017643e-02 9.702743e-01 9.850250e-02
1.428230e+03 3.017706e-02 9.702737e-01 9.850247e-02
1.428240e+03 3.017770e-02 9.702731e-01 9.850244e-02
1.428250e+03 3.017833e-02 9.702725e-01 9.850241e-02
1.428260e+03 3.017897e-02 9.702719e-01 9.850238e-02
1.428270e+03 3.017960e-02 9.702713e-01 9.850235e-02
1.428280e+03 3.018023e-02 9.702706e-01 9.850232e-02
1.428290e+03 3.018087e-02 9.702700e-01 9.850229e-02
1.428300e+03 3.018150e-02 9.702694e-01 9.850225e-02
1.428310e+03 3.018214e-02 9.702688e-01 9.850222e-02
1.428320e+03 3.018277e-02 9.702682e-01 9.850219e-02
1.428330e+03 3.018340e-02 9.702676e-01 9.850216e-02
1.428340e+03 3.018404e-02 9.702670e-01 9.850213e-02
1.428350e+03 3.018467e-02 9.702663e-01 9.850210e-02
1.428360e+03 3.018531e-02 9.702657e-01 9.850207e-02
1.428370e+03 3.018594e-02 9.702651e-01 9.850204e-02
1.428380e+03 3.018657e-02 9.702645e-01 9.850200e-02
1.428390e+03 3.018721e-02 9.702639e-01 9.850197e-02
1.428400e+03 3.018784e-02 9.702633e-01 9.850194e-02
1.428410e+03 3.018848e-02 9.702626e-01 9.850191e-02
1.428420e+03 3.018911e-02 9.702620e-01 9.850188e-02
1.428430e+03 3.018974e-02 9.702614e-01 9.850185e-02
1.428440e+03 3.019038e-02 9.702608e-01 9.850182e-02
1.428450e+03 3.019101e-02 9.702602e-01 9.850179e-02
1.428460e+03 3.019165e-02 9.702596e-01 9.850175e-02
1.428470e+03 3.019228e-02 9.702590e-01 9.850172e-02
1.428480e+03 3.019291e-02 9.702583e-01 9.850169e-02
1.428490e+03 3.019355e-02 9.702577e-01 9.850166e-02
1.428500e+03 3.019418e-02 9.702571e-01 9.850163e-02
1.428510e+03 3.019482e-02 9.702565e-01 9.850160e-02
1.428520e+03 3.019545e-02 9.702559e-01 9.850157e-02
1.428530e+03 3.019608e-02 9.702553e-01 9.850154e-02
1.428540e+03 3.019672e-02 9.702546e-01 9.850150e-02
1.428550e+03 3.019735e-02 9.702540e-01 9.850147e-02
1.428560e+03 3.019799e-02 9.702534e-01 9.850144e-02
1.428570e+03 3.019862e-02 9.702528e-01 9.850141e-02
1.428580e+03 3.019925e-02 9.702522e-01 9.850138e-02
1.428590e+03 3.019989e-02 9.702516e-01 9.850135e-02
1.428600e+03 3.020052e-02 9.702510e-01 9.850132e-02
1.428610e+03 3.020116e-02 9.702503e-01 9.850129e-02
1.428620e+03 3.020179e-02 9.702497e-01 9.850126e-02
1.428630e+03 3.020243e-02 9.702491e-01 9.850122e-02
1.428640e+03 3.020306e-02 9.702485e-01 9.850119e-02
1.428650e+03 3.020369e-02 9.702479e-01 9.850116e-02
1.428660e+03 3.020433e-02 9.702473e-01 9.850113e-02
1.428670e+03 3.020496e-02 9.702466e-01 9.850110e-02
1.428680e+03 3.020560e-02 9.702460e-01 9.850107e-02
1.428690e+03 3.020623e-02 9.702454e-01 9.850104e-02
1.428700e+03 3.020687e-02 9.702448e-01 9.850101e-02
1.428710e+03 3.020750e-02 9.702442e-01 9.850097e-02
1.428720e+03 3.020813e-02 9.702436e-01 9.850094e-02
1.428730e+03 3.020877e-02 9.702430e-01 9.850091e-02
1.428740e+03 3.020940e-02 9.702423e-01 9.850088e-02
1.428750e+03 3.021004e-02 9.702417e-01 9.850085e-02
1.428760e+03 3.021067e-02 9.702411e-01 9.850082e-02
1.428770e+03 3.021131e-02 9.702405e-01 9.850079e-02
1.428780e+03 3.021194e-02 9.702399e-01 9.850076e-02
1.428790e+03 3.021257e-02 9.702393e-01 9.850072e-02
1.428800e+03 3.021321e-02 9.702386e-01 9.850069e-02
1.428810e+03 3.021384e-02 9.702380e-01 9.850066e-02
1.428820e+03 3.021448e-02 9.702374e-01 9.850063e-02
1.428830e+03 3.021511e-02 9.702368e-01 9.850060e-02
1.428840e+03 3.021575e-02 9.702362e-01 9.850057e-02
1.428850e+03 3.021638e-02 9.702356e-01 9.850054e-02
1.428860e+03 3.021702e-02 9.702350e-01 9.850051e-02
1.428870e+03 3.021765e-02 9.702343e-01 9.850047e-02
1.428880e+03 3.021828e-02 9.702337e-01 9.850044e-02
1.428890e+03 3.021892e-02 9.702331e-01 9.850041e-02
1.428900e+03 3.021955e-02 9.702325e-01 9.850038e-02
1.428910e+03 3.022019e-02 9.702319e-01 9.850035e-02
1.428920e+03 3.022082e-02 9.702313e-01 9.850032e-02
1.428930e+03 3.022146e-02 9.702306e-01 9.850029e-02
1.428940e+03 3.022209e-02 9.702300e-01 9.850026e-02
1.428950e+03 3.022273e-02 9.702294e-01 9.850022e-02
1.428960e+03 3.022336e-02 9.702288e-01 9.850019e-02
1.428970e+03 3.022399e-02 9.702282e-01 9.850016e-02
1.428980e+03 3.022463e-02 9.702276e-01 9.850013e-02
1.428990e+03 3.022526e-02 9.702270e-01 9.850010e-02
1.429000e+03 3.022590e-02 9.702263e-01 9.850007e-02
1.429010e+03 3.022653e-02 9.702257e-01 9.850004e-02
1.429020e+03 3.022717e-02 9.702251e-01 9.850001e-02
1.429030e+03 3.022780e-02 9.702245e-01 9.849997e-02
1.429040e+03 3.022844e-02 9.702239e-01 9.849994e-02
1.429050e+03 3.022907e-02 9.702233e-01 9.849991e-02
1.429060e+03 3.022971e-02 9.702226e-01 9.849988e-02
1.429070e+03 3.023034e-02 9.702220e-01 9.849985e-02
1.429080e+03 3.023098e-02 9.702214e-01 9.849982e-02
1.429090e+03 3.023161e-02 9.702208e-01 9.849979e-02
1.429100e+03 3.023224e-02 9.702202e-01 9.849976e-02
1.429110e+03 3.023288e-02 9.702196e-01 9.849972e-02
1.429120e+03 3.023351e-02 9.702189e-01 9.849969e-02
1.429130e+03 3.023415e-02 9.702183e-01 9.849966e-02
1.429140e+03 3.023478e-02 9.702177e-01 9.849963e-02
1.429150e+03 3.023542e-02 9.702171e-01 9.849960e-02
1.429160e+03 3.023605e-02 9.702165e-01 9.849957e-02
1.429170e+03 3.023669e-02 9.702159e-01 9.849954e-02
1.429180e+03 3.023732e-02 9.702153e-01 9.849951e-02
1.429190e+03 3.023796e-02 9.702146e-01 9.849947e-02
1.429200e+03 3.023859e-02 9.702140e-01 9.849944e-02
1.429210e+03 3.024170e-02 9.702110e-01 9.849929e-02
1.429220e+03 3.024233e-02 9.702104e-01 9.849926e-02
1.429230e+03 3.024296e-02 9.702098e-01 9.849923e-02
1.429240e+03 3.024360e-02 9.702092e-01 9.849920e-02
1.429250e+03 3.024423e-02 9.702085e-01 9.849916e-02
1.429260e+03 3.024487e-02 9.702079e-01 9.849913e-02
1.429270e+03 3.024550e-02 9.702073e-01 9.849910e-02
1.429280e+03 3.024614e-02 9.702067e-01 9.849907e-02
1.429290e+03 3.024677e-02 9.702061e-01 9.849904e-02
1.429300e+03 3.024741e-02 9.702055e-01 9.849901e-02
1.429310e+03 3.024804e-02 9.702049e-01 9.849898e-02
1.429320e+03 3.024868e-02 9.702042e-01 9.849895e-02
1.429330e+03 3.024931e-02 9.702036e-01 9.849891e-02
1.429340e+03 3.024995e-02 9.702030e-01 9.849888e-02
1.429350e+03 3.025305e-02 9.702000e-01 9.849873e-02
1.429360e+03 3.025369e-02 9.701994e-01 9.849870e-02
1.429370e+03 3.025432e-02 9.701988e-01 9.849867e-02
1.429380e+03 3.025496e-02 9.701981e-01 9.849864e-02
1.429390e+03 3.025559e-02 9.701975e-01 9.849861e-02
1.429400e+03 3.025623e-02 9.701969e-01 9.849857e-02
1.429410e+03 3.025686e-02 9.701963e-01 9.849854e-02
1.429420e+03 3.025750e-02 9.701957e-01 9.849851e-02
1.429430e+03 3.025813e-02 9.701951e-01 9.849848e-02
1.429440e+03 3.025877e-02 9.701944e-01 9.849845e-02
1.429450e+03 3.025940e-02 9.701938e-01 9.849842e-02
1.429460e+03 3.026004e-02 9.701932e-01 9.849839e-02
1.429470e+03 3.026067e-02 9.701926e-01 9.849836e-02
1.429480e+03 3.026131e-02 9.701920e-01 9.849832e-02
1.429490e+03 3.026194e-02 9.701914e-01 9.849829e-02
1.429500e+03 3.026258e-02 9.701907e-01 9.849826e-02
1.429510e+03 3.026321e-02 9.701901e-01 9.849823e-02
1.429520e+03 3.026385e-02 9.701895e-01 9.849820e-02
1.429530e+03 3.026448e-02 9.701889e-01 9.849817e-02
1.429540e+03 3.026512e-02 9.701883e-01 9.849814e-02
1.429550e+03 3.026575e-02 9.701877e-01 9.849810e-02
1.429560e+03 3.026639e-02 9.701871e-01 9.849807e-02
1.429570e+03 3.026702e-02 9.701864e-01 9.849804e-02
1.429580e+03 3.026766e-02 9.701858e-01 9.849801e-02
1.429590e+03 3.026829e-02 9.701852e-01 9.849798e-02
1.429600e+03 3.026893e-02 9.701846e-01 9.849795e-02
1.429610e+03 3.026956e-02 9.701840e-01 9.849792e-02
1.429620e+03 3.027020e-02 9.701834e-01 9.849789e-02
1.429630e+03 3.027083e-02 9.701827e-01 9.849785e-02
1.429640e+03 3.027147e-02 9.701821e-01 9.849782e-02
1.429650e+03 3.027211e-02 9.701815e-01 9.849779e-02
1.429660e+03 3.027274e-02 9.701809e-01 9.849776e-02
1.429670e+03 3.027338e-02 9.701803e-01 9.849773e-02
1.429680e+03 3.027401e-02 9.701797e-01 9.849770e-02
1.429690e+03 3.027465e-02 9.701790e-01 9.849767e-02
1.429700e+03 3.027528e-02 9.701784e-01 9.849764e-02
1.429710e+03 3.027592e-02 9.701778e-01 9.849760e-02
1.429720e+03 3.027902e-02 9.701748e-01 9.849745e-02
1.429730e+03 3.027966e-02 9.701742e-01 9.849742e-02
1.429740e+03 3.028029e-02 9.701736e-01 9.849739e-02
1.429750e+03 3.028093e-02 9.701729e-01 9.849736e-02
1.429760e+03 3.028156e-02 9.701723e-01 9.849733e-02
1.429770e+03 3.028220e-02 9.701717e-01 9.849730e-02
1.429780e+03 3.028283e-02 9.701711e-01 9.849726e-02
1.429790e+03 3.028347e-02 9.701705e-01 9.849723e-02
1.429800e+03 3.028410e-02 9.701699e-01 9.849720e-02
1.429810e+03 3.028474e-02 9.701692e-01 9.849717e-02
1.429820e+03 3.028538e-02 9.701686e-01 9.849714e-02
1.429830e+03 3.028601e-02 9.701680e-01 9.849711e-02
1.429840e+03 3.028665e-02 9.701674e-01 9.849708e-02
1.429850e+03 3.028728e-02 9.701668e-01 9.849704e-02
1.429860e+03 3.028792e-02 9.701662e-01 9.849701e-02
1.429870e+03 3.028855e-02 9.701655e-01 9.849698e-02
1.429880e+03 3.028919e-02 9.701649e-01 9.849695e-02
1.429890e+03 3.028982e-02 9.701643e-01 9.849692e-02
1.429900e+03 3.029046e-02 9.701637e-01 9.849689e-02
1.429910e+03 3.029109e-02 9.701631e-01 9.849686e-02
1.429920e+03 3.029173e-02 9.701625e-01 9.849683e-02
1.429930e+03 3.029237e-02 9.701619e-01 9.849679e-02
1.429940e+03 3.029300e-02 9.701612e-01 9.849676e-02
1.429950e+03 3.029364e-02 9.701606e-01 9.849673e-02
1.429960e+03 3.029427e-02 9.701600e-01 9.849670e-02
1.429970e+03 3.029491e-02 9.701594e-01 9.849667e-02
1.429980e+03 3.029554e-02 9.701588e-01 9.849664e-02
