# wavelength[A] tau flux flux_error
1.210280e+03 1.820341e-02 9.819613e-01 9.909396e-02
1.210290e+03 1.820386e-02 9.819608e-01 9.909394e-02
1.210300e+03 1.820431e-02 9.819604e-01 9.909391e-02
1.210310e+03 1.820476e-02 9.819599e-01 9.909389e-02
1.210320e+03 1.820521e-02 9.819595e-01 9.909387e-02
1.210330e+03 1.820566e-02 9.819591e-01 9.909385e-02
1.210340e+03 1.820611e-02 9.819586e-01 9.909383e-02
1.210350e+03 1.820656e-02 9.819582e-01 9.909380e-02
1.210360e+03 1.820702e-02 9.819577e-01 9.909378e-02
1.210370e+03 1.820747e-02 9.819573e-01 9.909376e-02
1.210380e+03 1.820792e-02 9.819568e-01 9.909374e-02
1.210390e+03 1.820837e-02 9.819564e-01 9.909371e-02
1.210400e+03 1.820882e-02 9.819560e-01 9.909369e-02
1.210410e+03 1.820927e-02 9.819555e-01 9.909367e-02
1.210420e+03 1.820972e-02 9.819551e-01 9.909365e-02
1.210430e+03 1.821017e-02 9.819546e-01 9.909362e-02
1.210440e+03 1.821063e-02 9.819542e-01 9.909360e-02
1.210450e+03 1.821108e-02 9.819537e-01 9.909358e-02
1.210460e+03 1.821153e-02 9.819533e-01 9.909356e-02
1.210470e+03 1.821198e-02 9.819529e-01 9.909353e-02
1.210480e+03 1.821243e-02 9.819524e-01 9.909351e-02
1.210490e+03 1.821288e-02 9.819520e-01 9.909349e-02
1.210500e+03 1.821333e-02 9.819515e-01 9.909347e-02
1.210510e+03 1.821379e-02 9.819511e-01 9.909344e-02
1.210520e+03 1.821424e-02 9.819506e-01 9.909342e-02
1.210530e+03 1.821469e-02 9.819502e-01 9.909340e-02
1.210540e+03 1.821514e-02 9.819498e-01 9.909338e-02
1.210550e+03 1.821559e-02 9.819493e-01 9.909336e-02
1.210560e+03 1.821604e-02 9.819489e-01 9.909333e-02
1.210570e+03 1.821649e-02 9.819484e-01 9.909331e-02
1.210580e+03 1.821694e-02 9.819480e-01 9.909329e-02
1.210590e+03 1.821740e-02 9.819475e-01 9.909327e-02
1.210600e+03 1.821785e-02 9.819471e-01 9.909324e-02
1.210610e+03 1.821830e-02 9.819467e-01 9.909322e-02
1.210620e+03 1.821875e-02 9.819462e-01 9.909320e-02
1.210630e+03 1.821920e-02 9.819458e-01 9.909318e-02
1.210640e+03 1.821965e-02 9.819453e-01 9.909315e-02
1.210650e+03 1.822011e-02 9.819449e-01 9.909313e-02
1.210660e+03 1.822056e-02 9.819444e-01 9.909311e-02
1.210670e+03 1.822101e-02 9.819440e-01 9.909309e-02
1.210680e+03 1.822146e-02 9.819435e-01 9.909306e-02
1.210690e+03 1.822191e-02 9.819431e-01 9.909304e-02
1.210700e+03 1.822236e-02 9.819427e-01 9.909302e-02
1.210710e+03 1.822281e-02 9.819422e-01 9.909300e-02
1.210720e+03 1.822327e-02 9.819418e-01 9.909298e-02
1.210730e+03 1.822372e-02 9.819413e-01 9.909295e-02
1.210740e+03 1.822417e-02 9.819409e-01 9.909293e-02
1.210750e+03 1.822462e-02 9.819404e-01 9.909291e-02
1.210760e+03 1.822507e-02 9.819400e-01 9.909289e-02
1.210770e+03 1.822552e-02 9.819396e-01 9.909286e-02
1.210780e+03 1.822598e-02 9.819391e-01 9.909284e-02
1.210790e+03 1.822643e-02 9.819387e-01 9.909282e-02
1.210800e+03 1.822688e-02 9.819382e-01 9.909280e-02
1.210810e+03 1.822733e-02 9.819378e-01 9.909277e-02
1.210820e+03 1.822778e-02 9.819373e-01 9.909275e-02
1.210830e+03 1.822823e-02 9.819369e-01 9.909273e-02
1.210840e+03 1.822869e-02 9.819365e-01 9.909271e-02
1.210850e+03 1.822914e-02 9.819360e-01 9.909268e-02
1.210860e+03 1.822959e-02 9.819356e-01 9.909266e-02
1.210870e+03 1.823251e-02 9.819327e-01 9.909252e-02
1.210880e+03 1.823296e-02 9.819323e-01 9.909249e-02
1.210890e+03 1.823341e-02 9.819318e-01 9.909247e-02
1.210900e+03 1.823386e-02 9.819314e-01 9.909245e-02
1.210910e+03 1.823432e-02 9.819309e-01 9.909243e-02
1.210920e+03 1.823477e-02 9.819305e-01 9.909241e-02
1.210930e+03 1.823522e-02 9.819300e-01 9.909238e-02
1.210940e+03 1.823567e-02 9.819296e-01 9.909236e-02
1.210950e+03 1.823612e-02 9.819291e-01 9.909234e-02
1.210960e+03 1.823657e-02 9.819287e-01 9.909232e-02
1.210970e+03 1.823703e-02 9.819283e-01 9.909229e-02
1.210980e+03 1.823748e-02 9.819278e-01 9.909227e-02
1.210990e+03 1.823793e-02 9.819274e-01 9.909225e-02
1.211000e+03 1.823838e-02 9.819269e-01 9.909223e-02
1.211010e+03 1.823883e-02 9.819265e-01 9.909220e-02
1.211020e+03 1.823929e-02 9.819260e-01 9.909218e-02
1.211030e+03 1.823974e-02 9.819256e-01 9.909216e-02
1.211040e+03 1.824019e-02 9.819252e-01 9.909214e-02
1.211050e+03 1.824064e-02 9.819247e-01 9.909211e-02
1.211060e+03 1.824109e-02 9.819243e-01 9.909209e-02
1.211070e+03 1.824155e-02 9.819238e-01 9.909207e-02
1.211080e+03 1.824200e-02 9.819234e-01 9.909205e-02
1.211090e+03 1.824245e-02 9.819229e-01 9.909202e-02
1.211100e+03 1.824290e-02 9.819225e-01 9.909200e-02
1.211110e+03 1.824335e-02 9.819220e-01 9.909198e-02
1.211120e+03 1.824380e-02 9.819216e-01 9.909196e-02
1.211130e+03 1.824426e-02 9.819212e-01 9.909194e-02
1.211140e+03 1.824471e-02 9.819207e-01 9.909191e-02
1.211150e+03 1.824516e-02 9.819203e-01 9.909189e-02
1.211160e+03 1.824561e-02 9.819198e-01 9.909187e-02
1.211170e+03 1.824606e-02 9.819194e-01 9.909185e-02
1.211180e+03 1.824652e-02 9.819189e-01 9.909182e-02
1.211190e+03 1.824697e-02 9.819185e-01 9.909180e-02
1.211200e+03 1.824742e-02 9.819181e-01 9.909178e-02
1.211210e+03 1.824787e-02 9.819176e-01 9.909176e-02
1.211220e+03 1.824832e-02 9.819172e-01 9.909173e-02
1.211230e+03 1.824878e-02 9.819167e-01 9.909171e-02
1.211240e+03 1.824923e-02 9.819163e-01 9.909169e-02
1.211250e+03 1.824968e-02 9.819158e-01 9.909167e-02
1.211260e+03 1.825013e-02 9.819154e-01 9.909164e-02
1.211270e+03 1.825058e-02 9.819149e-01 9.909162e-02
1.211280e+03 1.825104e-02 9.819145e-01 9.909160e-02
1.211290e+03 1.825149e-02 9.819141e-01 9.909158e-02
1.211300e+03 1.825194e-02 9.819136e-01 9.909155e-02
1.211310e+03 1.825239e-02 9.819132e-01 9.909153e-02
1.211320e+03 1.825284e-02 9.819127e-01 9.909151e-02
1.211330e+03 1.825330e-02 9.819123e-01 9.909149e-02
1.211340e+03 1.825375e-02 9.819118e-01 9.909146e-02
1.211350e+03 1.825420e-02 9.819114e-01 9.909144e-02
1.211360e+03 1.825465e-02 9.819110e-01 9.909142e-02
1.211370e+03 1.825510e-02 9.819105e-01 9.909140e-02
1.211380e+03 1.825556e-02 9.819101e-01 9.909138e-02
1.211390e+03 1.825601e-02 9.819096e-01 9.909135e-02
1.211400e+03 1.825646e-02 9.819092e-01 9.909133e-02
1.211410e+03 1.825691e-02 9.819087e-01 9.909131e-02
1.211420e+03 1.825737e-02 9.819083e-01 9.909129e-02
1.211430e+03 1.825782e-02 9.819078e-01 9.909126e-02
1.211440e+03 1.825827e-02 9.819074e-01 9.909124e-02
1.211450e+03 1.825872e-02 9.819070e-01 9.909122e-02
1.211460e+03 1.825917e-02 9.819065e-01 9.909120e-02
1.211470e+03 1.825963e-02 9.819061e-01 9.909117e-02
1.211480e+03 1.826008e-02 9.819056e-01 9.909115e-02
1.211490e+03 1.826053e-02 9.819052e-01 9.909113e-02
1.211500e+03 1.826098e-02 9.819047e-01 9.909111e-02
1.211510e+03 1.826143e-02 9.819043e-01 9.909108e-02
1.211520e+03 1.826189e-02 9.819039e-01 9.909106e-02
1.211530e+03 1.826234e-02 9.819034e-01 9.909104e-02
1.211540e+03 1.826279e-02 9.819030e-01 9.909102e-02
1.211550e+03 1.826324e-02 9.819025e-01 9.909099e-02
1.211560e+03 1.826370e-02 9.819021e-01 9.909097e-02
1.211570e+03 1.826415e-02 9.819016e-01 9.909095e-02
1.211580e+03 1.826460e-02 9.819012e-01 9.909093e-02
1.211590e+03 1.826505e-02 9.819007e-01 9.909090e-02
1.211600e+03 1.826550e-02 9.819003e-01 9.909088e-02
1.211610e+03 1.826596e-02 9.818999e-01 9.909086e-02
1.211620e+03 1.826641e-02 9.818994e-01 9.909084e-02
1.211630e+03 1.826686e-02 9.818990e-01 9.909082e-02
1.211640e+03 1.826731e-02 9.818985e-01 9.909079e-02
1.211650e+03 1.826777e-02 9.818981e-01 9.909077e-02
1.211660e+03 1.826822e-02 9.818976e-01 9.909075e-02
1.211670e+03 1.826867e-02 9.818972e-01 9.909073e-02
1.211680e+03 1.826912e-02 9.818967e-01 9.909070e-02
1.211690e+03 1.826958e-02 9.818963e-01 9.909068e-02
1.211700e+03 1.827003e-02 9.818959e-01 9.909066e-02
1.211710e+03 1.827048e-02 9.818954e-01 9.909064e-02
1.211720e+03 1.827093e-02 9.818950e-01 9.909061e-02
1.211730e+03 1.827138e-02 9.818945e-01 9.909059e-02
1.211740e+03 1.827184e-02 9.818941e-01 9.909057e-02
1.211750e+03 1.827229e-02 9.818936e-01 9.909055e-02
1.211760e+03 1.827274e-02 9.818932e-01 9.909052e-02
1.211770e+03 1.827319e-02 9.818927e-01 9.909050e-02
1.211780e+03 1.827365e-02 9.818923e-01 9.909048e-02
1.211790e+03 1.827410e-02 9.818919e-01 9.909046e-02
1.211800e+03 1.827455e-02 9.818914e-01 9.909043e-02
1.211810e+03 1.827500e-02 9.818910e-01 9.909041e-02
1.211820e+03 1.827546e-02 9.818905e-01 9.909039e-02
1.211830e+03 1.827591e-02 9.818901e-01 9.909037e-02
1.211840e+03 1.827636e-02 9.818896e-01 9.909034e-02
1.211850e+03 1.827681e-02 9.818892e-01 9.909032e-02
1.211860e+03 1.827727e-02 9.818888e-01 9.909030e-02
1.211870e+03 1.827772e-02 9.818883e-01 9.909028e-02
1.211880e+03 1.827817e-02 9.818879e-01 9.909025e-02
1.211890e+03 1.827862e-02 9.818874e-01 9.909023e-02
1.211900e+03 1.827908e-02 9.818870e-01 9.909021e-02
1.211910e+03 1.827953e-02 9.818865e-01 9.909019e-02
1.211920e+03 1.827998e-02 9.818861e-01 9.909017e-02
1.211930e+03 1.828043e-02 9.818856e-01 9.909014e-02
1.211940e+03 1.828089e-02 9.818852e-01 9.909012e-02
1.211950e+03 1.828134e-02 9.818848e-01 9.909010e-02
1.211960e+03 1.828179e-02 9.818843e-01 9.909008e-02
1.211970e+03 1.828224e-02 9.818839e-01 9.909005e-02
1.211980e+03 1.828270e-02 9.818834e-01 9.909003e-02
1.211990e+03 1.828315e-02 9.818830e-01 9.909001e-02
1.212000e+03 1.828360e-02 9.818825e-01 9.908999e-02
1.212010e+03 1.828405e-02 9.818821e-01 9.908996e-02
1.212020e+03 1.828451e-02 9.818816e-01 9.908994e-02
1.212030e+03 1.828496e-02 9.818812e-01 9.908992e-02
1.212040e+03 1.828541e-02 9.818808e-01 9.908990e-02
1.212050e+03 1.828586e-02 9.818803e-01 9.908987e-02
1.212060e+03 1.828632e-02 9.818799e-01 9.908985e-02
1.212070e+03 1.828677e-02 9.818794e-01 9.908983e-02
1.212080e+03 1.828722e-02 9.818790e-01 9.908981e-02
1.212090e+03 1.828767e-02 9.818785e-01 9.908978e-02
1.212100e+03 1.828813e-02 9.818781e-01 9.908976e-02
1.212110e+03 1.828858e-02 9.818776e-01 9.908974e-02
1.212120e+03 1.828903e-02 9.818772e-01 9.908972e-02
1.212130e+03 1.828949e-02 9.818768e-01 9.908969e-02
1.212140e+03 1.828994e-02 9.818763e-01 9.908967e-02
1.212150e+03 1.829039e-02 9.818759e-01 9.908965e-02
1.212160e+03 1.829084e-02 9.818754e-01 9.908963e-02
1.212170e+03 1.829130e-02 9.818750e-01 9.908960e-02
1.212180e+03 1.829175e-02 9.818745e-01 9.908958e-02
1.212190e+03 1.829220e-02 9.818741e-01 9.908956e-02
1.212200e+03 1.829265e-02 9.818736e-01 9.908954e-02
1.212210e+03 1.829311e-02 9.818732e-01 9.908951e-02
1.212220e+03 1.829603e-02 9.818703e-01 9.908937e-02
1.212230e+03 1.829648e-02 9.818699e-01 9.908935e-02
1.212240e+03 1.829693e-02 9.818694e-01 9.908933e-02
1.212250e+03 1.829739e-02 9.818690e-01 9.908930e-02
1.212260e+03 1.829784e-02 9.818685e-01 9.908928e-02
1.212270e+03 1.829829e-02 9.818681e-01 9.908926e-02
1.212280e+03 1.829875e-02 9.818677e-01 9.908924e-02
1.212290e+03 1.829920e-02 9.818672e-01 9.908921e-02
1.212300e+03 1.829965e-02 9.818668e-01 9.908919e-02
1.212310e+03 1.830010e-02 9.818663e-01 9.908917e-02
1.212320e+03 1.830056e-02 9.818659e-01 9.908915e-02
1.212330e+03 1.830101e-02 9.818654e-01 9.908912e-02
1.212340e+03 1.830146e-02 9.818650e-01 9.908910e-02
1.212350e+03 1.830192e-02 9.818645e-01 9.908908e-02
1.212360e+03 1.830237e-02 9.818641e-01 9.908906e-02
1.212370e+03 1.830282e-02 9.818637e-01 9.908903e-02
1.212380e+03 1.830327e-02 9.818632e-01 9.908901e-02
1.212390e+03 1.830373e-02 9.818628e-01 9.908899e-02
1.212400e+03 1.830418e-02 9.818623e-01 9.908897e-02
1.212410e+03 1.830463e-02 9.818619e-01 9.908894e-02
1.212420e+03 1.830509e-02 9.818614e-01 9.908892e-02
1.212430e+03 1.830554e-02 9.818610e-01 9.908890e-02
1.212440e+03 1.830599e-02 9.818605e-01 9.908888e-02
1.212450e+03 1.830644e-02 9.818601e-01 9.908885e-02
1.212460e+03 1.830690e-02 9.818597e-01 9.908883e-02
1.212470e+03 1.830735e-02 9.818592e-01 9.908881e-02
1.212480e+03 1.830780e-02 9.818588e-01 9.908879e-02
1.212490e+03 1.830826e-02 9.818583e-01 9.908876e-02
1.212500e+03 1.830871e-02 9.818579e-01 9.908874e-02
1.212510e+03 1.830916e-02 9.818574e-01 9.908872e-02
1.212520e+03 1.830962e-02 9.818570e-01 9.908870e-02
1.212530e+03 1.831007e-02 9.818565e-01 9.908867e-02
1.212540e+03 1.831052e-02 9.818561e-01 9.908865e-02
1.212550e+03 1.831097e-02 9.818557e-01 9.908863e-02
1.212560e+03 1.831143e-02 9.818552e-01 9.908861e-02
1.212570e+03 1.831188e-02 9.818548e-01 9.908858e-02
1.212580e+03 1.831233e-02 9.818543e-01 9.908856e-02
1.212590e+03 1.831279e-02 9.818539e-01 9.908854e-02
1.212600e+03 1.831324e-02 9.818534e-01 9.908852e-02
1.212610e+03 1.831369e-02 9.818530e-01 9.908849e-02
1.212620e+03 1.831415e-02 9.818525e-01 9.908847e-02
1.212630e+03 1.831460e-02 9.818521e-01 9.908845e-02
1.212640e+03 1.831505e-02 9.818516e-01 9.908843e-02
1.212650e+03 1.831551e-02 9.818512e-01 9.908841e-02
1.212660e+03 1.831596e-02 9.818508e-01 9.908838e-02
1.212670e+03 1.831641e-02 9.818503e-01 9.908836e-02
1.212680e+03 1.831686e-02 9.818499e-01 9.908834e-02
1.212690e+03 1.831732e-02 9.818494e-01 9.908832e-02
1.212700e+03 1.831777e-02 9.818490e-01 9.908829e-02
1.212710e+03 1.831822e-02 9.818485e-01 9.908827e-02
1.212720e+03 1.831868e-02 9.818481e-01 9.908825e-02
1.212730e+03 1.831913e-02 9.818476e-01 9.908823e-02
1.212740e+03 1.831958e-02 9.818472e-01 9.908820e-02
1.212750e+03 1.832004e-02 9.818468e-01 9.908818e-02
1.212760e+03 1.832049e-02 9.818463e-01 9.908816e-02
1.212770e+03 1.832094e-02 9.818459e-01 9.908814e-02
1.212780e+03 1.832140e-02 9.818454e-01 9.908811e-02
1.212790e+03 1.832185e-02 9.818450e-01 9.908809e-02
1.212800e+03 1.832230e-02 9.818445e-01 9.908807e-02
1.212810e+03 1.832276e-02 9.818441e-01 9.908805e-02
1.212820e+03 1.832321e-02 9.818436e-01 9.908802e-02
1.212830e+03 1.832366e-02 9.818432e-01 9.908800e-02
1.212840e+03 1.832412e-02 9.818427e-01 9.908798e-02
1.212850e+03 1.832457e-02 9.818423e-01 9.908796e-02
1.212860e+03 1.832502e-02 9.818419e-01 9.908793e-02
1.212870e+03 1.832548e-02 9.818414e-01 9.908791e-02
1.212880e+03 1.832593e-02 9.818410e-01 9.908789e-02
1.212890e+03 1.832638e-02 9.818405e-01 9.908787e-02
1.212900e+03 1.832684e-02 9.818401e-01 9.908784e-02
1.212910e+03 1.832729e-02 9.818396e-01 9.908782e-02
1.212920e+03 1.832774e-02 9.818392e-01 9.908780e-02
1.212930e+03 1.832820e-02 9.818387e-01 9.908778e-02
1.212940e+03 1.832865e-02 9.818383e-01 9.908775e-02
1.212950e+03 1.832910e-02 9.818379e-01 9.908773e-02
1.212960e+03 1.832956e-02 9.818374e-01 9.908771e-02
1.212970e+03 1.833001e-02 9.818370e-01 9.908769e-02
1.212980e+03 1.833046e-02 9.818365e-01 9.908766e-02
1.212990e+03 1.833092e-02 9.818361e-01 9.908764e-02
1.213000e+03 1.833137e-02 9.818356e-01 9.908762e-02
1.213010e+03 1.833182e-02 9.818352e-01 9.908760e-02
1.213020e+03 1.833228e-02 9.818347e-01 9.908757e-02
1.213030e+03 1.833273e-02 9.818343e-01 9.908755e-02
1.213040e+03 1.833318e-02 9.818338e-01 9.908753e-02
1.213050e+03 1.833364e-02 9.818334e-01 9.908751e-02
1.213060e+03 1.833409e-02 9.818330e-01 9.908748e-02
1.213070e+03 1.833454e-02 9.818325e-01 9.908746e-02
1.213080e+03 1.833500e-02 9.818321e-01 9.908744e-02
1.213090e+03 1.833545e-02 9.818316e-01 9.908742e-02
1.213100e+03 1.833590e-02 9.818312e-01 9.908739e-02
1.213110e+03 1.833636e-02 9.818307e-01 9.908737e-02
1.213120e+03 1.833681e-02 9.818303e-01 9.908735e-02
1.213130e+03 1.833726e-02 9.818298e-01 9.908733e-02
1.213140e+03 1.833772e-02 9.818294e-01 9.908730e-02
1.213150e+03 1.833817e-02 9.818290e-01 9.908728e-02
1.213160e+03 1.833862e-02 9.818285e-01 9.908726e-02
1.213170e+03 1.833908e-02 9.818281e-01 9.908724e-02
1.213180e+03 1.833953e-02 9.818276e-01 9.908721e-02
1.213190e+03 1.833998e-02 9.818272e-01 9.908719e-02
1.213200e+03 1.834044e-02 9.818267e-01 9.908717e-02
1.213210e+03 1.834089e-02 9.818263e-01 9.908715e-02
1.213220e+03 1.834135e-02 9.818258e-01 9.908712e-02
1.213230e+03 1.834180e-02 9.818254e-01 9.908710e-02
1.213240e+03 1.834225e-02 9.818249e-01 9.908708e-02
1.213250e+03 1.834271e-02 9.818245e-01 9.908706e-02
1.213260e+03 1.834316e-02 9.818241e-01 9.908704e-02
1.213270e+03 1.834361e-02 9.818236e-01 9.908701e-02
1.213280e+03 1.834407e-02 9.818232e-01 9.908699e-02
1.213290e+03 1.834452e-02 9.818227e-01 9.908697e-02
1.213300e+03 1.834497e-02 9.818223e-01 9.908695e-02
1.213310e+03 1.834543e-02 9.818218e-01 9.908692e-02
1.213320e+03 1.834588e-02 9.818214e-01 9.908690e-02
1.213330e+03 1.834633e-02 9.818209e-01 9.908688e-02
1.213340e+03 1.834679e-02 9.818205e-01 9.908686e-02
1.213350e+03 1.834724e-02 9.818200e-01 9.908683e-02
1.213360e+03 1.834770e-02 9.818196e-01 9.908681e-02
1.213370e+03 1.834815e-02 9.818192e-01 9.908679e-02
1.213380e+03 1.834860e-02 9.818187e-01 9.908677e-02
1.213390e+03 1.834906e-02 9.818183e-01 9.908674e-02
1.213400e+03 1.834951e-02 9.818178e-01 9.908672e-02
1.213410e+03 1.834996e-02 9.818174e-01 9.908670e-02
1.213420e+03 1.835042e-02 9.818169e-01 9.908668e-02
1.213430e+03 1.835087e-02 9.818165e-01 9.908665e-02
1.213440e+03 1.835132e-02 9.818160e-01 9.908663e-02
1.213450e+03 1.835178e-02 9.818156e-01 9.908661e-02
1.213460e+03 1.835223e-02 9.818151e-01 9.908659e-02
1.213470e+03 1.835269e-02 9.818147e-01 9.908656e-02
1.213480e+03 1.835314e-02 9.818143e-01 9.908654e-02
1.213490e+03 1.835359e-02 9.818138e-01 9.908652e-02
1.213500e+03 1.835405e-02 9.818134e-01 9.908650e-02
1.213510e+03 1.835450e-02 9.818129e-01 9.908647e-02
1.213520e+03 1.835495e-02 9.818125e-01 9.908645e-02
1.213530e+03 1.835541e-02 9.818120e-01 9.908643e-02
1.213540e+03 1.835586e-02 9.818116e-01 9.908641e-02
1.213550e+03 1.835632e-02 9.818111e-01 9.908638e-02
1.213560e+03 1.835677e-02 9.818107e-01 9.908636e-02
1.213570e+03 1.835722e-02 9.818102e-01 9.908634e-02
1.213580e+03 1.835768e-02 9.818098e-01 9.908632e-02
1.213590e+03 1.835813e-02 9.818094e-01 9.908629e-02
1.213600e+03 1.835858e-02 9.818089e-01 9.908627e-02
1.213610e+03 1.835904e-02 9.818085e-01 9.908625e-02
1.213620e+03 1.835949e-02 9.818080e-01 9.908623e-02
1.213630e+03 1.835995e-02 9.818076e-01 9.908620e-02
1.213640e+03 1.836040e-02 9.818071e-01 9.908618e-02
1.213650e+03 1.836085e-02 9.818067e-01 9.908616e-02
1.213660e+03 1.836131e-02 9.818062e-01 9.908614e-02
1.213670e+03 1.836176e-02 9.818058e-01 9.908611e-02
1.213680e+03 1.836222e-02 9.818053e-01 9.908609e-02
1.213690e+03 1.836267e-02 9.818049e-01 9.908607e-02
1.213700e+03 1.836312e-02 9.818045e-01 9.908605e-02
1.213710e+03 1.836358e-02 9.818040e-01 9.908602e-02
1.213720e+03 1.836403e-02 9.818036e-01 9.908600e-02
1.213730e+03 1.836449e-02 9.818031e-01 9.908598e-02
1.213740e+03 1.836494e-02 9.818027e-01 9.908596e-02
1.213750e+03 1.836539e-02 9.818022e-01 9.908593e-02
1.213760e+03 1.836585e-02 9.818018e-01 9.908591e-02
1.213770e+03 1.836630e-02 9.818013e-01 9.908589e-02
1.213780e+03 1.836675e-02 9.818009e-01 9.908587e-02
1.213790e+03 1.836721e-02 9.818004e-01 9.908584e-02
1.213800e+03 1.836766e-02 9.818000e-01 9.908582e-02
1.213810e+03 1.836812e-02 9.817995e-01 9.908580e-02
1.213820e+03 1.836857e-02 9.817991e-01 9.908578e-02
1.213830e+03 1.836902e-02 9.817987e-01 9.908575e-02
1.213840e+03 1.836948e-02 9.817982e-01 9.908573e-02
1.213850e+03 1.836993e-02 9.817978e-01 9.908571e-02
1.213860e+03 1.837039e-02 9.817973e-01 9.908569e-02
1.213870e+03 1.837084e-02 9.817969e-01 9.908566e-02
1.213880e+03 1.837129e-02 9.817964e-01 9.908564e-02
1.213890e+03 1.837175e-02 9.817960e-01 9.908562e-02
1.213900e+03 1.837220e-02 9.817955e-01 9.908560e-02
1.213910e+03 1.837266e-02 9.817951e-01 9.908557e-02
1.213920e+03 1.837311e-02 9.817946e-01 9.908555e-02
1.213930e+03 1.837357e-02 9.817942e-01 9.908553e-02
1.213940e+03 1.837402e-02 9.817938e-01 9.908551e-02
1.213950e+03 1.837447e-02 9.817933e-01 9.908548e-02
1.213960e+03 1.837493e-02 9.817929e-01 9.908546e-02
1.213970e+03 1.837538e-02 9.817924e-01 9.908544e-02
1.213980e+03 1.837584e-02 9.817920e-01 9.908542e-02
1.213990e+03 1.837629e-02 9.817915e-01 9.908539e-02
1.214000e+03 1.837674e-02 9.817911e-01 9.908537e-02
1.214010e+03 1.837720e-02 9.817906e-01 9.908535e-02
1.214020e+03 1.837765e-02 9.817902e-01 9.908533e-02
1.214030e+03 1.837811e-02 9.817897e-01 9.908530e-02
1.214040e+03 1.837856e-02 9.817893e-01 9.908528e-02
1.214050e+03 1.837901e-02 9.817888e-01 9.908526e-02
1.214060e+03 1.837947e-02 9.817884e-01 9.908524e-02
1.214070e+03 1.837992e-02 9.817880e-01 9.908521e-02
1.214080e+03 1.838038e-02 9.817875e-01 9.908519e-02
1.214090e+03 1.838083e-02 9.817871e-01 9.908517e-02
1.214100e+03 1.838129e-02 9.817866e-01 9.908515e-02
1.214110e+03 1.838174e-02 9.817862e-01 9.908512e-02
1.214120e+03 1.838219e-02 9.817857e-01 9.908510e-02
1.214130e+03 1.838265e-02 9.817853e-01 9.908508e-02
1.214140e+03 1.838310e-02 9.817848e-01 9.908506e-02
1.214150e+03 1.838356e-02 9.817844e-01 9.908503e-02
1.214160e+03 1.838401e-02 9.817839e-01 9.908501e-02
1.214170e+03 1.838446e-02 9.817835e-01 9.908499e-02
1.214180e+03 1.838492e-02 9.817831e-01 9.908497e-02
1.214190e+03 1.838537e-02 9.817826e-01 9.908494e-02
1.214200e+03 1.838583e-02 9.817822e-01 9.908492e-02
1.214210e+03 1.838628e-02 9.817817e-01 9.908490e-02
1.214220e+03 1.838674e-02 9.817813e-01 9.908488e-02
1.214230e+03 1.838719e-02 9.817808e-01 9.908485e-02
1.214240e+03 1.838764e-02 9.817804e-01 9.908483e-02
1.214250e+03 1.838810e-02 9.817799e-01 9.908481e-02
1.214260e+03 1.838855e-02 9.817795e-01 9.908479e-02
1.214270e+03 1.838901e-02 9.817790e-01 9.908476e-02
1.214280e+03 1.838946e-02 9.817786e-01 9.908474e-02
1.214290e+03 1.838992e-02 9.817781e-01 9.908472e-02
1.214300e+03 1.839037e-02 9.817777e-01 9.908470e-02
1.214310e+03 1.839082e-02 9.817773e-01 9.908467e-02
1.214320e+03 1.839128e-02 9.817768e-01 9.908465e-02
1.214330e+03 1.839173e-02 9.817764e-01 9.908463e-02
1.214340e+03 1.839219e-02 9.817759e-01 9.908461e-02
1.214350e+03 1.839264e-02 9.817755e-01 9.908458e-02
1.214360e+03 1.839310e-02 9.817750e-01 9.908456e-02
1.214370e+03 1.839355e-02 9.817746e-01 9.908454e-02
1.214380e+03 1.839401e-02 9.817741e-01 9.908452e-02
1.214390e+03 1.839446e-02 9.817737e-01 9.908449e-02
1.214400e+03 1.839491e-02 9.817732e-01 9.908447e-02
1.214410e+03 1.839537e-02 9.817728e-01 9.908445e-02
1.214420e+03 1.839582e-02 9.817723e-01 9.908443e-02
1.214430e+03 1.839628e-02 9.817719e-01 9.908440e-02
1.214440e+03 1.839673e-02 9.817715e-01 9.908438e-02
1.214450e+03 1.839719e-02 9.817710e-01 9.908436e-02
1.214460e+03 1.839764e-02 9.817706e-01 9.908434e-02
1.214470e+03 1.839810e-02 9.817701e-01 9.908431e-02
1.214480e+03 1.839855e-02 9.817697e-01 9.908429e-02
1.214490e+03 1.839900e-02 9.817692e-01 9.908427e-02
1.214500e+03 1.839946e-02 9.817688e-01 9.908425e-02
1.214510e+03 1.839991e-02 9.817683e-01 9.908422e-02
1.214520e+03 1.840037e-02 9.817679e-01 9.908420e-02
1.214530e+03 1.840082e-02 9.817674e-01 9.908418e-02
1.214540e+03 1.840128e-02 9.817670e-01 9.908416e-02
1.214550e+03 1.840173e-02 9.817665e-01 9.908413e-02
1.214560e+03 1.840219e-02 9.817661e-01 9.908411e-02
1.214570e+03 1.840264e-02 9.817657e-01 9.908409e-02
1.214580e+03 1.840310e-02 9.817652e-01 9.908407e-02
1.214590e+03 1.840355e-02 9.817648e-01 9.908404e-02
1.214600e+03 1.840400e-02 9.817643e-01 9.908402e-02
1.214610e+03 1.840446e-02 9.817639e-01 9.908400e-02
1.214620e+03 1.840491e-02 9.817634e-01 9.908398e-02
1.214630e+03 1.840537e-02 9.817630e-01 9.908395e-02
